year,offence_type,offence_group,source,target,value
2016,Male,Juvenile (Aged 10 to 17),Threatening - 1+ Previous offences,Community Sentence,12
2016,Male,Juvenile (Aged 10 to 17),Threatening - 1+ Previous offences,Immediate Custody,6
2016,Male,Juvenile (Aged 10 to 17),Threatening - 1+ Previous offences,Other,2
2016,Not Stated,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,20
2016,Not Stated,Adult (Aged 18 and over),Blade or point,Blade or point - 1+ Previous offences,1
2016,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,8
2016,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,2
2016,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Suspended Sentence,6
2016,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,2
2016,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,2
2016,Not Stated,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Suspended Sentence,1
2016,Not Stated,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,12
2016,Not Stated,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,1
2016,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,6
2016,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,1
2016,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,3
2016,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,2
2016,Not Stated,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Immediate Custody,1
2016,Not Stated,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,16
2016,Not Stated,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,10
2016,Not Stated,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,4
2016,Not Stated,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Immediate Custody,2
2016,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,7
2016,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,6
2016,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Immediate Custody,1
2017,Female,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,668
2017,Female,Adult (Aged 18 and over),Blade or point,Blade or point - 1+ Previous offences,172
2017,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,74
2017,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,163
2017,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Suspended Sentence,182
2017,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,138
2017,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,111
2017,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Caution,2
2017,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Community Sentence,25
2017,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Suspended Sentence,53
2017,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Immediate Custody,77
2017,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Other,15
2017,Female,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,258
2017,Female,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,41
2017,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,55
2017,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,69
2017,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,63
2017,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,49
2017,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Other,22
2017,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Caution,4
2017,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Community Sentence,3
2017,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Suspended Sentence,13
2017,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Immediate Custody,20
2017,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Other,1
2017,Female,Adult (Aged 18 and over),Threatening,Threatening - 0 Previous offences,31
2017,Female,Adult (Aged 18 and over),Threatening,Threatening - 1+ Previous offences,17
2017,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Caution,2
2017,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Community Sentence,3
2017,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Suspended Sentence,9
2017,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Immediate Custody,13
2017,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Other,4
2017,Female,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Community Sentence,1
2017,Female,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Suspended Sentence,3
2017,Female,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Immediate Custody,12
2017,Female,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Other,1
2017,Female,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,168
2017,Female,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 1+ Previous offences,8
2017,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,83
2017,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,75
2017,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Immediate Custody,4
2017,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Other,6
2017,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Caution,1
2017,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Community Sentence,5
2017,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Other,2
2017,Female,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,90
2017,Female,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 1+ Previous offences,5
2017,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,47
2017,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,36
2017,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Immediate Custody,4
2017,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Other,3
2017,Female,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Community Sentence,4
2017,Female,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Other,1
2017,Female,Juvenile (Aged 10 to 17),Threatening,Threatening - 0 Previous offences,3
2017,Female,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Caution,1
2017,Female,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Community Sentence,2
2017,Male,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,5162
2017,Male,Adult (Aged 18 and over),Blade or point,Blade or point - 1+ Previous offences,2668
2017,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,431
2017,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,1115
2017,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Suspended Sentence,1433
2017,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,1521
2017,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,662
2017,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Caution,20
2017,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Community Sentence,183
2017,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Suspended Sentence,550
2017,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Immediate Custody,1762
2017,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Other,153
2017,Male,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,3556
2017,Male,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,1328
2017,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,597
2017,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,677
2017,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,858
2017,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,974
2017,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Other,450
2017,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Caution,30
2017,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Community Sentence,116
2017,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Suspended Sentence,298
2017,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Immediate Custody,787
2017,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Other,97
2017,Male,Adult (Aged 18 and over),Threatening,Threatening - 0 Previous offences,384
2017,Male,Adult (Aged 18 and over),Threatening,Threatening - 1+ Previous offences,243
2017,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Caution,7
2017,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Community Sentence,12
2017,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Suspended Sentence,104
2017,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Immediate Custody,238
2017,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Other,23
2017,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Community Sentence,5
2017,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Suspended Sentence,26
2017,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Immediate Custody,200
2017,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Other,12
2017,Male,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,1967
2017,Male,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 1+ Previous offences,408
2017,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,621
2017,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,1102
2017,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Immediate Custody,146
2017,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Other,98
2017,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Caution,3
2017,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Community Sentence,208
2017,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Immediate Custody,168
2017,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Other,29
2017,Male,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,1042
2017,Male,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 1+ Previous offences,185
2017,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,431
2017,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,463
2017,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Immediate Custody,85
2017,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Other,63
2017,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Caution,4
2017,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Community Sentence,90
2017,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Immediate Custody,77
2017,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Other,14
2017,Male,Juvenile (Aged 10 to 17),Threatening,Threatening - 0 Previous offences,100
2017,Male,Juvenile (Aged 10 to 17),Threatening,Threatening - 1+ Previous offences,30
2017,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Caution,17
2017,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Community Sentence,53
2017,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Immediate Custody,20
2017,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Other,10
2017,Male,Juvenile (Aged 10 to 17),Threatening - 1+ Previous offences,Community Sentence,13
2017,Male,Juvenile (Aged 10 to 17),Threatening - 1+ Previous offences,Immediate Custody,16
2017,Male,Juvenile (Aged 10 to 17),Threatening - 1+ Previous offences,Other,1
2017,Not Stated,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,10
2017,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,2
2017,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,2
2017,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Suspended Sentence,2
2017,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,2
2017,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,2
2017,Not Stated,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,19
2017,Not Stated,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,1
2017,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,10
2017,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,1
2017,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,1
2017,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,2
2017,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Other,5
2017,Not Stated,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Immediate Custody,1
2017,Not Stated,Adult (Aged 18 and over),Threatening,Threatening - 1+ Previous offences,1
2017,Not Stated,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Community Sentence,1
2017,Not Stated,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,23
2017,Not Stated,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 1+ Previous offences,1
2017,Not Stated,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,15
2017,Not Stated,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,8
2017,Not Stated,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Community Sentence,1
2017,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,11
2017,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,8
2017,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,3
2018,Female,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,654
2018,Female,Adult (Aged 18 and over),Blade or point,Blade or point - 1+ Previous offences,175
2018,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,72
2018,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,181
2018,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Suspended Sentence,183
2018,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,112
2018,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,106
2018,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Caution,2
2018,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Community Sentence,23
2018,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Suspended Sentence,46
2018,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Immediate Custody,75
2018,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Other,29
2018,Female,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,260
2018,Female,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,44
2018,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,50
2018,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,62
2018,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,61
2018,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,49
2018,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Other,38
2018,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Caution,3
2018,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Community Sentence,9
2018,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Suspended Sentence,14
2018,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Immediate Custody,15
2018,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Other,3
2018,Female,Adult (Aged 18 and over),Threatening,Threatening - 0 Previous offences,46
2018,Female,Adult (Aged 18 and over),Threatening,Threatening - 1+ Previous offences,13
2018,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Caution,2
2018,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Community Sentence,5
2018,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Suspended Sentence,21
2018,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Immediate Custody,14
2018,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Other,4
2018,Female,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Community Sentence,1
2018,Female,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Suspended Sentence,1
2018,Female,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Immediate Custody,11
2018,Female,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,146
2018,Female,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 1+ Previous offences,9
2018,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,77
2018,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,59
2018,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Immediate Custody,0
2018,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Other,10
2018,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Caution,1
2018,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Community Sentence,4
2018,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Immediate Custody,2
2018,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Other,2
2018,Female,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,57
2018,Female,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 1+ Previous offences,4
2018,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,19
2018,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,33
2018,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Immediate Custody,1
2018,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Other,4
2018,Female,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Community Sentence,1
2018,Female,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Immediate Custody,2
2018,Female,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Other,1
2018,Female,Juvenile (Aged 10 to 17),Threatening,Threatening - 0 Previous offences,13
2018,Female,Juvenile (Aged 10 to 17),Threatening,Threatening - 1+ Previous offences,1
2018,Female,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Caution,1
2018,Female,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Community Sentence,9
2018,Female,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Immediate Custody,2
2018,Female,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Other,1
2018,Female,Juvenile (Aged 10 to 17),Threatening - 1+ Previous offences,Community Sentence,1
2018,Male,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,5614
2018,Male,Adult (Aged 18 and over),Blade or point,Blade or point - 1+ Previous offences,2803
2018,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,364
2018,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,1211
2018,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Suspended Sentence,1564
2018,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,1633
2018,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,842
2018,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Caution,17
2018,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Community Sentence,168
2018,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Suspended Sentence,567
2018,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Immediate Custody,1785
2018,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Other,266
2018,Male,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,3369
2018,Male,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,1366
2018,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,519
2018,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,747
2018,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,752
2018,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,880
2018,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Other,471
2018,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Caution,23
2018,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Community Sentence,105
2018,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Suspended Sentence,260
2018,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Immediate Custody,838
2018,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Other,140
2018,Male,Adult (Aged 18 and over),Threatening,Threatening - 0 Previous offences,400
2018,Male,Adult (Aged 18 and over),Threatening,Threatening - 1+ Previous offences,264
2018,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Caution,3
2018,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Community Sentence,20
2018,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Suspended Sentence,115
2018,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Immediate Custody,237
2018,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Other,25
2018,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Community Sentence,2
2018,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Suspended Sentence,26
2018,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Immediate Custody,217
2018,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Other,19
2018,Male,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,2041
2018,Male,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 1+ Previous offences,413
2018,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,682
2018,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,1154
2018,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Immediate Custody,96
2018,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Other,109
2018,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Caution,7
2018,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Community Sentence,223
2018,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Immediate Custody,142
2018,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Other,41
2018,Male,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,1093
2018,Male,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 1+ Previous offences,184
2018,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,421
2018,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,542
2018,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Immediate Custody,54
2018,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Other,76
2018,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Caution,6
2018,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Community Sentence,93
2018,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Immediate Custody,67
2018,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Other,18
2018,Male,Juvenile (Aged 10 to 17),Threatening,Threatening - 0 Previous offences,115
2018,Male,Juvenile (Aged 10 to 17),Threatening,Threatening - 1+ Previous offences,41
2018,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Caution,10
2018,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Community Sentence,72
2018,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Immediate Custody,23
2018,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Other,10
2018,Male,Juvenile (Aged 10 to 17),Threatening - 1+ Previous offences,Community Sentence,13
2018,Male,Juvenile (Aged 10 to 17),Threatening - 1+ Previous offences,Immediate Custody,25
2018,Male,Juvenile (Aged 10 to 17),Threatening - 1+ Previous offences,Other,3
2018,Not Stated,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,18
2018,Not Stated,Adult (Aged 18 and over),Blade or point,Blade or point - 1+ Previous offences,3
2018,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,2
2018,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,6
2018,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Suspended Sentence,2
2018,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,3
2018,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,5
2018,Not Stated,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Immediate Custody,3
2018,Not Stated,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,21
2018,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,9
2018,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,2
2018,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,2
2018,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,5
2018,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Other,3
2018,Not Stated,Adult (Aged 18 and over),Threatening,Threatening - 1+ Previous offences,1
2018,Not Stated,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Immediate Custody,1
2018,Not Stated,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,21
2018,Not Stated,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 1+ Previous offences,3
2018,Not Stated,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,15
